areaServicioDescripcion,observaciones
Alumbrado,Luz apagada permanente
Arbolado Urbano,Solicitud de poda de los árboles sobre Juramento ya que tapan las luces quedando las veredas a oscuras.
Alumbrado,"Falta todo el plafón de luz que tiene a nivel de la vereda,  quedó solo el caño curvo que sale del poste principal, no funciona tampoco la luz  alta de iluminación a la calle "
Alumbrado,Ambas luces del poste están apagadas . 
Arbolado Urbano,pasa el tendido eléctrico y hace unas semanas ya se corto el cable de luz. sumado que el árbol se está extendiendo por arriba del techo de la casa y desbalanceado. también tapa luminaria 
CLIBA (Higiene Urbana),"En 1 semana exacta de jueves a jueves el recolector de residuos pasó solo 1 vez. Saqué basura el jueves pasado 27 d marzo, no pasó ese dia, pasó el domingo creo y ya despues no más! mis bolsas siguen ahí y no puedo seguir sacando x falta d lugar y mantengo las bolsas adentro del domicilio esperando q se lleven esas para poder sacar las otras! la segunda foto es del vecino de enfrente. hagan algo x favor! mucha mugre! El contenedor que está en roma y casi jose ingenieros es una vergüenza. olor! mugre! no se puede así!"
CLIBA (Higiene Urbana),"Las bolsas estuvieron en la vereda, cómo no las llevaban las bajamos pero ahora la gente les tira basura adentro"
Alumbrado,"Nelida Zarza -F. Alcorta 856-
cel: 11 3829-6137
Vecina solicita reparacion de Luminaria 3-20-273 que se encuentra apagada - 
"
Higiene Urbana,basura acumulada/desparramada a la que le siguen agregando bolsas. Esquina de Uriarte y Bacacay.
CLIBA (Higiene Urbana),Esqquina Alvear 507 Subdelegacion Martínez. Hay restos de un tanque de agua y maderas contadas
Alumbrado,se robaron la luminaria
Obras Públicas,"SEGUN REGISTRO SGE N°1038294, SIENDO LAS 07:51 HORAS, SE COMUNICA MEDIANTE WHATSAPP A LA LINEA DE MENSAJE PRE-GRABADO VECINO CON TELEFONO DE CONTACTO 15-3085-6476, INFORMANDO QUE SOBRE LAS ARTERIAS LUIS SAENZ PEÑA Y DARDO ROCHA, DE LA LOCALIDAD DE MARTINEZ, SE ESTA PROVOCANDO UN HUNDIMIENTO ASFALTICO Y PRESENTA RIESGO HACIA TERCEROS YA QUE CIRCULAN PEATONES Y VEHICULOS. SE ADJUNTAN FOTOGRAFIAS. INFORMA: OPERADORA KIMMEL NATASHA, LEGAJO: 70.797."
Higiene Urbana,vecina solicita limpieza en la vereda de la avenida ya que hay mucha basura que dejan y se va todo ala vereda
CLIBA (Higiene Urbana),son bolsas grandes de hojas. 
Higiene Urbana,Pedido de Contenedor amarillo.
Obras Públicas,bache en calle empedrada (frente a oficina municipal)
Arbolado Urbano,"Vecino reclama que hay una santa roza en la esquina y obstruye la visión para los autos y los peatones, esta lleno de espinas "
CLIBA (Higiene Urbana),no pasó el camión. 
Alumbrado,"VECINA REFIERE QUE LUMINARIA NO FUNCIONA HACE DOS SEMANAS, INFORMA QUE ADOLESCENTES SE JUNTAN DEBAJO DE LOS ARBOLES. TEME POR SU SEGURIDAD"
Arbolado Urbano,"Vecino reclama recorte de raíces ya que tiene un pedido hace dos años, esta cumplido y no hicieron nada"
Higiene Urbana,Se llevaron los dos tachos el viernes 
Alumbrado,"vecino solicita arreglo de poste ya que se cortaron los cables mediante una poda, luminaria en esquina de 3 de febrero y murature , sobre 3 de febrero"
Alumbrado,apagado completo toda la cuadra a oscuras boca de lobo 
Alumbrado,apagada en parada de comectivos
Alumbrado,luis saenz peña 1538 
Alumbrado,Apagada hace un mes 
Arbolado Urbano,"vecina solicta pedido de poda, ya que varias ramas del mismo se estan cayendo de a poco.
Ya fue solicitado hace un año y lo quiere pedir nuevamente."
Obras Públicas,bache en la calle Bolivar y el Ortondo Beccar el vecino esta reclamando hace tres años.( barrios los cardos) indica en el llamdo que se rompio la rueda de ese auto motivo de ese bache.
Arbolado Urbano,"Vecina solicita poda en altura de 2 ejemplares, informa que los árboles sobre pasan los cables de alta tensión. Dirección: Cosme Argerich 2021"
Higiene Urbana,vecino que reclama por indigentes que revuelven la basura y queda todo desparramado en la cuadra . Donde el barrendero no esta pasando direccion Roberto wernicke 450 de Villa adelina esquina Drago.
CLIBA (Higiene Urbana),retiro de poda grande delegación Martínez.
Arbolado Urbano,poda arbol muy frondoso genera inconvenientes
CLIBA (Higiene Urbana),azcuénaga esquina Rodríguez Peña retiro de tablas. Delegacion Martínez
Obras Públicas,"vecino, reclama por acumulación de aguas en la calle."
CLIBA (Higiene Urbana),retiro de basural más vaciar tachos. delegación Martínez. urgente.!
Higiene Urbana,vecino que reclama por contenedor nuevo  en la direccion Roberto Wernicke esquina drago Villa Adelina
Higiene Urbana,Basura permanente! Es crónico. Esa esquina es un asco siempre! Basural que clase de contrato tienen con Cliba NO CUMPLE
Alumbrado,PRUEBA INNOVACIÓN 
Higiene Urbana,"falta de contenedor, se lo llevaron"
CLIBA (Higiene Urbana),vaciar tachos urgente.! puerta de la UBA.
CLIBA (Higiene Urbana),Córdoba esquina Caracas retiro de poda delegación Martínez.
Higiene Urbana,Vecina pide la regularización del servicio ya que el barrendero no pasa hace mucho tiempo 
Obras Públicas,justo donde está la boca de tormenta se están empezando a hundir los adoquines. 
CLIBA (Higiene Urbana),cuyo esquina Caracas vaciar Tacho y retirar basura delegación Martínez
Alumbrado,"La Calandria 426
refiere que cada 7 meses aproximadamente deja de funcionar 
palo 306 - 201"
CLIBA (Higiene Urbana),"reiteran pedido de retiro de bolsón de escombros, vecinos están sumándole basura."
Obras Públicas,BACHES EN LA AVENIDA FLEMING DESDE EL 2200 HASTA EL 2800 MARINEZ PIDEN POR FAVOR QUE LOS ARREGLEN.
CLIBA (Higiene Urbana),Vecina reclama sobre contenedor con mucha basura y olor
Arbolado Urbano,vecina reclama: ya realice reclamo por una rama rota que está colgando de los cables y sostenida por el techo. Es peligroso porque de romperse podría caer sobre alguna persona. Hay dos colegios a la vuelta u muchos niños pasando
Arbolado Urbano,"las ramas superan el techo, obstruyendo cables y le tapa el desague de la casa "
CLIBA (Higiene Urbana),vaciar tacho. delegación Martinez
CLIBA (Higiene Urbana),"o higgins 3148
desde el sabado no recolectan las ramas "
CLIBA (Higiene Urbana),"julian navarro 3965
bolsas de tierra"
CLIBA (Higiene Urbana),Levantamiento de Poda 
CLIBA (Higiene Urbana),Medio metro de hojas y ramas 
Arbolado Urbano,Poda de palmera
CLIBA (Higiene Urbana),el.colegio
CLIBA (Higiene Urbana),VECINA REFIERE RECOLECCION DE TRONCOS. 
Higiene Urbana,los barrenderos no pasan
Higiene Urbana,falta de contenedor
Higiene Urbana,basural para embolsar. urgente.! Delegacion Martínez
Higiene Urbana,no pasa.el.barrido advertido por el vecino
Alumbrado,Vecina informa que la luminaria municipal esta apagada completamente hace una semana 
CLIBA (Higiene Urbana),retiro de maderas más basura. urgente. Delegacion Martínez
Higiene Urbana,"Rebalsa agua, limpiar urgente!!"
CLIBA (Higiene Urbana),retiro de tronco seco. Delegacion Martínez.
Arbolado Urbano,solicitud de poda de 2 arboles 
Higiene Urbana,"Rebalsa agua,. Limpiar urgente!"
Arbolado Urbano,liberación de iluminaria  son dos una al frente de su casa y la otra es en la entrada de su casa no sabe el número de iluminaria
Arbolado Urbano,pide el pedido de 2 arboles. 
Obras Públicas,vecina reclama que los camiones cementeros trabajaron en la calle hasta las 22 hs dejando cemento en la misma y el entrada de mí domicilo
Higiene Urbana,México esquina catamarca falta barrido delegación Martínez.
Alumbrado,"vecina reclama hace 4 meses , pide que por favor lo arreglen "
Arbolado Urbano,"Vecina manifiesta pedido de poda del arbol frentista, dice que tiene ramas en altura y cuando hay vientos fuertes las ramas chichan y tiene miedo que se caigan."
Higiene Urbana,habia un contenedor y se lo llevaron
CLIBA (Higiene Urbana),vaciar tachos. La maruja.! Delegacion Martínez.
Higiene Urbana,Vecina solicita remoción del tacho. El mismo ha tenido muchos incidentes. Ha sufrido vandalismo en otras oportunidades. Y los vecinos reclaman que se tiran alimentos en descomposición y basura. Tanto de personas como de transeúntes que caminan la zona. Se solicita el retiro del tacho. 
Higiene Urbana,maderas tiradas/desparramadas en la calle.
Obras Públicas,"Vecino solicita reparación de cordón, informa que el cordón esta todo roto, también solicita reparación de las rampas de discapacitados. Manifiesta que están rotas y rajadas. También informa que necesita hacer su vereda, y los albañiles le informaron que hasta que no esté el cordón y las rampas reparadas no pueden iniciar el trabajo. Por este motivo solicita urgente la reparación. Dirección: Av. Mayo 701. Esquina. J. v. González "
Higiene Urbana,no retiraron en el día de ayer botellas de vidrio.
CLIBA (Higiene Urbana),vecina reclama: vengan a retirar  basura que quedó de una heladera  descartada en la calle. Gente de la calle  destrozó la heladera y dejó todo desparramado sobre la vereda de la estación Acassuso
Alumbrado,"VECINA RECLAMA FALTA DE FAROL HACE UNA SEMANA.
SOLICITA LA REPARACION YA QUE LA ZONA SE ENCUENTRA OSCURA"
Alumbrado,VECINA RECLAMA FALTA DE FAROL HACE UNA SEMANA.
Alumbrado,VECINA REFIERE REPARACION DE LUMINARIA QUE SOLICITA DE LOS PRIMEROS DIAS DE MARZO.
CLIBA (Higiene Urbana),vecino solicita retiro de escombros 
CLIBA (Higiene Urbana),"Se solicita limpieza de contenedor, tiene mucho olor. "
Obras Públicas,VECINA QUE RECLAMA DONDE SE JUNTA AGUA EN LA CALLE PEDRO DE MENDOZA 973 SAN ISIDRO LLAMO A YSA Y EN AYSA LE COMUNICAROIN QUE PUEDE SE UN CAÑO PLUVIAL .
Arbolado Urbano,"Vecina, solicita extracción de un árbol que esta en peligro de caída y puede golpear alunas personas y-o alumnos del colegio. "
Arbolado Urbano,arbol muy grande frondoso toca los cables 
CLIBA (Higiene Urbana),Contenedor lleno de basura. Salguero y Lamadrid.
Arbolado Urbano,"Vecina solicita R.R de su ejemplar y reparación de su vereda, manifiesta que las raíces de su ejemplar le están levantando toda la vereda de su propiedad. Dirección: Dean Funes 1053"
CLIBA (Higiene Urbana),Bogotá esquina Entre Ríos retiro de poda delegación Martínez.
Arbolado Urbano,"Vecina solicita extracción de su ejemplar, manifiesta que su ejemplar está seco, y inclinado con riesgo a caerse. También solicitar la reparación de su vereda una vez que se realice la extracción. Dirección: Dean Funes 1053."
CLIBA (Higiene Urbana),VECINO INFORMA QUE EN EL LUGAR SE ENCUENTRAN MONTICULOS DE BASURA
CLIBA (Higiene Urbana),retiro de poda Entre Ríos esquina Lima delegación Martínez.
Arbolado Urbano,"Vecino reclama que hay unas ramas de unos arboles que dejaron sin podar , el árbol con las ramas que se están por caer  da a una cancha de boley de un colegio  ( los arboles tenian un reclamo hecho por eso podaron los otros pero este arbol que estaba peligroso no lo podaron, el arbol esta adentro del establecimiento educativo )"
CLIBA (Higiene Urbana),son 12 bolsas de escombros. 
Alumbrado,LUZ APAGADA TOTALMENTE  PRIMERA JUANTA 219 SAN ISIDRO
Obras Públicas,LIMPIEZA DE ZANJON SIN UTILIDAD YA QUE ACUMULA RESIDUOS Y CONTIENE PASTO LARGO. 
Arbolado Urbano,son dos árboles qué están justo en la parada de colectivo
Higiene Urbana,La paz esquina catamarca para juntar basura delegación Martínez. en el lugar no hay contenedores.!!!
Arbolado Urbano,son dos árboles qué están en la parada de colectivo
Alumbrado,"Vecino manifiesta que el bracito de la columna que se encuentra, entre juan b. justo y navarro, la calle es america al 2048 se encuentra enfrente, numero de luminaria es aproximado."
Arbolado Urbano,"Vecino pide poda para su arbol esta chocando con los cables, tapan las luminarias y esta rompiendo el techo con las ramas "
CLIBA (Higiene Urbana),Contenedor lleno de basura
Arbolado Urbano,La  vecina Maria Gomez solicita poda para el árbol que esta en frente de su vereda sobre el paredón.
Arbolado Urbano,pide recorte de altura para su casa (3 arboles) y toda la cuadra.  porque gracias a esos arboles se tapan las luminarias y hay mucha inseguridad. 
Obras Públicas,Vereda en mal estado. Roturas. Esquina Francia y Haedo.
CLIBA (Higiene Urbana),Vecino informa para que retiren el montón de hojas.
CLIBA (Higiene Urbana),no pasa recolector por todo el barrio
Arbolado Urbano,ARBOL DE PALTA DONDE LAS RAMAS ESTAN MOLESTANDO A LA  VECINA NESECITA SI PUEDEN IR A RECORTARLO O ACHICARLO DIRECCION SAN LORENZO 940  ENTRE CATAMARCA Y EZPELETA MARTINEZ.
Arbolado Urbano,vecina pide poda del árbol y reparación de vereda.
CLIBA (Higiene Urbana),Recoleccion escombros
Arbolado Urbano,Yuca enredada entre los cables por favor cortar.
CLIBA (Higiene Urbana),"agradeceré recolección de restos de poda dejados en la vereda en el día de ayer
muchas gracias"
Higiene Urbana,falta barrido de mucho tiempo.! reiterado delegación Martínez.
Arbolado Urbano,"extraccion de arbol, genera muchos inconvenientes "
Arbolado Urbano,"Buen día. solicitamos  retiro de un paraíso que está inclinado peligrosamente, seco y le ha crecido un enorme ficus en el interior del tronco. Ya  otros vecinos han elevado el reclamo pero no se ha hecho nada. sólo se le ha puesto faja de peligro. adjunto fotos"
Arbolado Urbano,Arbol seco e inclinado a la calle 
Arbolado Urbano,solicitamos reponer árbol de fresno rojo que se secó. 
Higiene Urbana,pasó el barrendero pero ellos tenían 3 pilones de hojas y él barrió solo 1. es todo un asco y pareciera que mandan gente incompetente a barrer. pide que pasen y retiren TODOS los pilones de hojas que hicieron los mismos vecinos. 
Arbolado Urbano,poda de varios arboles adentro del jardin 
Alumbrado,luminaria apagada desde el lunes
Higiene Urbana,"reclama que hay basura esparcida y los indigentes tiran todo
"
Alumbrado,Vecino informa que la luz no prende desde hace varios días.
CLIBA (Higiene Urbana),es en la puerta trasera del Campo 2 de deportes
Obras Públicas,acumulación de agua en la esquina
Alumbrado,farol vandalizado
CLIBA (Higiene Urbana),Al costado del Campo de deportes 2
Obras Públicas,Bache profundo en calle principal (Diego Palma) a de ser reparado con urgencia
CLIBA (Higiene Urbana),vecina reclama que pasen a cortar y recoger el árbol caído
Alumbrado,ILUMINARIA APAGADA HACE 1 MES QUE ESTA EN LA VIA PUBLICA Y LA VEREDA EN LA CALLE CESPEDES 948 ENTRE LAMADRID Y ARGERICH VILLA ADELINA.
Arbolado Urbano,Vecina solicita la liberacion de luminarias de Azcuenaga entre Corrientes y Edison
Arbolado Urbano,rama colgando de los cables. Delegacion Martínez
Arbolado Urbano,Vecino informa que las ramas de estos árboles se están enredando en los cables.
Arbolado Urbano,solicitud de nuevo árbol
Arbolado Urbano,"Vecino informa que los árboles de toda la calle 1º de mayo necesitan poda, ya que se encuentran crecidos y en muy mal estado."
CLIBA (Higiene Urbana),LIMPIEZA  DE CONTENEDOR EN LA ESQUINA DE DEAN FUNES Y LA CALANDRIA
Arbolado Urbano,vecina pide pedido de poda en PATAGONIA 131 por que las hojas se le caen en el techo de la casa y se le llena de hojas en el techo 
Alumbrado,"vecina solicita reparacion de luminaria, ya que tiene faltante los dos faroles."
Alumbrado,LUZ APAGADA DONDE EL FAROL QUE DA A LA VEREDA Y A LA CALLE DIRECCION YAPEYU 850 Y PASAJE GALILEO GALILEI MARTINEZ
CLIBA (Higiene Urbana),vecino informa que el contenedor esta terriblemnte sucio y pide por favor que se acerquen a limpiarlo ya q parece q toda la cuadra esta en estado de abandono
CLIBA (Higiene Urbana),recoleccion de residuos bilingurt 1295 san isidro
Arbolado Urbano,"Hola, necesito por favor que realicen la poda de los arboles de la vereda ya que están ingresando unos 5 metros a mi casa, imposibilitando el uso de la terraza y poniendo en riesgo los cables de electricidad y fibra optica. gracias!"
Arbolado Urbano,vecina pide recorte de raices y reparacion de vereda por que se la esta levantando toda la vereda esto es en Julian Navarro 3846
Arbolado Urbano,"Estimados buenos dias 
Por favor solicito podar los arboles, hay algunos arboles que estan entrando en nuestra terraza de tan altos que estan
Aguardo pronta respuesta
Muchas gracias
Saludos
Silvana
Riverside School"
CLIBA (Higiene Urbana),recolección 
Arbolado Urbano,"vecina pide pedido de poda en  presbitero bartolome  marquez 223, entre reclus y masilla"
Alumbrado,apagada hace 3 dias
CLIBA (Higiene Urbana),El vecino Roberto Stehilk solicita recolección de poda.
Obras Públicas,CORDON Y BACHE USPALLATA 1992 BECCAE
CLIBA (Higiene Urbana),La vecina Silvia Barisoni solicita la recolección de poda
Arbolado Urbano,Vecino solicita reparación de vereda por raíces y arreglo de empresa que estuvo trabajando en el lugar.
Higiene Urbana,"Vecinos solicitan el Corrimiento del contenedor por intermedio de nota de la Comisión Psicosocial Latinoamericana. Manifiesta que los mismos no se encontraban en esa ubicacion y que ahora están muy afectados por el mal olor, moscas y la basura revuelta por recolectores de cartón.- Axel Alexis Banfi (Presidente de la Comisión Directiva) Contacto: 11-4195-6807"
Arbolado Urbano,"vecina pide recorte de Raíces, las mismas levantaron y rompieron vereda, tambien parte del cordón. agrega además que el árbol se encuentra hueco posiblemente podrido. pide pronta intervención. Curupayti 525."
Arbolado Urbano,"El arbol esta en la esquina literal y tiene tres grandes.problemas.
-  Esta en la interseccion de cables de todas las empresas
- Quiebra el caño de  bajada de luz de mi  casa (ver foto)
- Genera un problema de seguridad vial porque reduce la visibilidad Ya  que Fray Cayetano es muy usada para girar a la izquierda desde Marquez para retomar Amancio Alcorta por Thames que no tiene semaforo.
numero de reclamo anterior (8239400 Fray Cayetano Rodriguez esq Thames)"
Arbolado Urbano,"Vecina reclama que desde diciembre 2024 que reclama por un árbol que levanta la vereda, presiona el desague y levanta el riel del portón impidiendo abrirlo y sacar el auto. Tengo expediente 1919 y no logro al día de hoy que me ayuden y procedan a sacar el árbol. Arreglamos 3 veces la vereda. Necesito alguien que entienda de arbolado y que atienda mi caso. En diciembre inicié el reclamo en la Delegación Martínez. Hoy le dijeron que no estaba activado el incidente iniciado en dic 2024 en Delegación Martínez"
CLIBA (Higiene Urbana),"Necesito que el municipio tome alguna medida frente al abuso constante de los vecinos que arrojan el producto de la limpieza de sus jardines en la vereda de mi casa porque creen que los habilita la presencia de los contenedores de residuos y porque es una esquina. Los contenedores son para poner la basura adentro, no afuera. Y es constante la pelea soportando montañas de basura. ¿No hay posibilidad de poner una cartel señalando lo inadecuado de tal conducta? Por otro lado las ramas de las fotos hace 5 días que nadie las recoge. Gracias por su atención."
Arbolado Urbano,"translado comentario de la vecina: Vuelvo a hacer el reclamo del árbol otra vez y van ya no se ctas veces
Hay una rama a punto de caer y se va a caer sobre la casa
23/01 incidente #5599170"
Higiene Urbana,falta de barrido hace mas de 15 dias
Alumbrado,Vecina reitera el pedido de  reparacion de luminaria 3-57-042 que se encuentra Apagada.- 
Obras Públicas,vecina reclama que viene haciendo el reclamo de un bache hace años y siempre lo rellenan esta vez fue una maquina a hacer otros agujeros pequeños para arreglar toda la cuadra peo quedo asi y no volvieron a pasar
Alumbrado,"El alumbrado de la puerta de casa, los de mantelectric cambiaron un poste metálico y retiraron el reflector, nunca mas lo pusieron y quedó super oscuro"
CLIBA (Higiene Urbana),VECINO REFIERE RECOLECCION DE RESTOS DE PODA EN CALLE.
Arbolado Urbano,Luego de una noche de tormenta se cayeron unas ramas y hubo que emparejar
Alumbrado,"Vecina solicita reparación de luminaria, manifiesta que la luminaria está completamente apagada hace 1 semana. Dirección de la columna: Ucrania 2853. N° 3-4-267 de columna"
Arbolado Urbano,"El Arbol de Pedro Goyena 1661 se encuentra hueco e inclinado. necesitamos  removerlo con urgencia.
Seria preferible remover el tronco tambien para plantar un nuevo arbol.
Muchas gracias
Damian 113765 0213"
Higiene Urbana,Vecina informa que el barrendero no pasa hace días .Solicita que se regularice el servicio.
CLIBA (Higiene Urbana),RETIRAR ESCOMBROS
Higiene Urbana,vecina pide que le saquen los contenedores de la esquina de su casa xq los tienen rotos y q no se los vuelvan a poner xq tiene toda la mugre en su domicilio.
Alumbrado,Vecino informa sobre la falta de tapa de poste con los cables expuestos.
Obras Públicas,Cordones rotos 
Alumbrado,LUZ APAGADA EN COSME BECAR 437 SAN ISIDRO
Alumbrado,"Vecino solicita reparacion de luminaria, manifiesta que está completamente apagado hace más de 1 semana aproximadamente. Dirección de la columna:  Los Plátanos 1565. Número de columna: 3-3-19"
Alumbrado,Luminaria encendida permanentemente
Alumbrado,Iluminaria intermitente
Alumbrado,Luz apagada en tres sargentos 1924 martinez. Puerta de la iglesia evangelica.
Obras Públicas,bache 
Alumbrado,luminaria y bracito
Alumbrado,Poste con dos luminarias apagadoen Barrio Vareadores de Beccar
Alumbrado,luz apagada hace una semana
Alumbrado,Poste de 3 lampara apagadas en Jardones del Barrio Vareadores de Beccar
Higiene Urbana,": Necesito que saquen los tachos de la esquina de monseñor Larumbe y azcuenaga. Prácticamente está en la puerta de mi casa.
La mugre, la falta de respeto que hay entre vecinos es una vergüenza
 Los chicos de la basura hacen su trabajo
Y después viene el vecino que le importa muy poco y tira toda clase de basura prácticamente en la puerta de mi casa."
Higiene Urbana,"Vecino solicitan que corran el contenedor de lugar, informa que se arma mucho basural."
Higiene Urbana,sumidero que hace ruido que ajusten la rejilla
Arbolado Urbano,Vecino pide que se acerquen a ver el arbol ya q las raices rompieron las veredas y el porton de su casa en la calle los platanos 610
Alumbrado,"Por favor venir con la mayor prioridad posible, en la ultima tormeta nos quedamos sin iluminacion y realmente es un peligro la cuadra. Tuvimos varios robos en la calle Dorrego. Gracias! "
Arbolado Urbano,Vecino solicita poda de tres árboles
Higiene Urbana,un vecino de mitad de cuadra de Loria 2600 trasladó los conteiners de Dean Funes y Rolon a Dean Funes y Loria e hizo esta acumulación de Basura. Creando un verdadero basura.
Alumbrado,Luminaria vandalizada. Quisieron robar el plafón pero quedó colgando. Se balancea con el viento. Peligro de caer 
CLIBA (Higiene Urbana),limpieza y recoleccion de basura belbbdert y tiradentes boulognr
Higiene Urbana,La esquina sur este se convierte en un basural  Favor de retirar lo que haya allí.
Obras Públicas,"Vecina reclama que asfaltaron su cuadra, pero pasando más de 15 Días aun no fueron a realizar los cordones. Menciona que no puede sacar su auto de su garaje."
Alumbrado,LUZ APAGADA PARANA 657
Alumbrado,La luminaria permanece encendida las 24 hs
Arbolado Urbano,PEDIDO DE PODA DOS PLATANOS OBSTRUYEN CABLES TECHO DE LA PROPIEDAD PARANA 657 MARTINEZ SACAR COPAS DE AMBOS ARBOLES
CLIBA (Higiene Urbana),vecino informa que dejan comida a los gatos y se llena de ratas y hay todo tirado una mugre total
Arbolado Urbano,tilo años que debería poderse en altura y liberar cables
Arbolado Urbano,vecina pide extraccion de tronco muerto que podaron el año pasado y se esta secando y muriendo 
CLIBA (Higiene Urbana),"bolson anterior no levantado, nuevo bolson para retirar.
entre obarrio y gurruchaga"
CLIBA (Higiene Urbana),Poda mediana
Arbolado Urbano,"REFERENTE A EVENTO SGE NUMERO 1.038.453. SIENDO LAS 17:43 HORAS INSPECTOR MAESTRIPIERI, MIGUEL, A CARGO DEL MOVIL DE LA PATRULLA MUNICIPAL NUMERO 404, EN RECORRIDO POR LA ARTERIA CARLOS CALVO 2140, DE LA LOCALIDAD DE BOULOGNE, SE ENTREVISTA CON VECINO ONNEATKINSON, IVON, CON DOCUMENTO NACIONAL DE INDENTIDAD NUMERO 16.062.957, CON NUMERO DE CONTACTO 15-5470-2166, DOMICILIADO EN EL LUGAR, QUIEN LE REFIERE QUE HABRIA PARTE DE UNAS RAMAS Y TRONCOS OBSTRUYENDO LA CALZADA. PROCEDIERON A CORRERLOS A UN COSTADO Y SOLICITAN PERSONAL IDONEO PARA SU RETIRO. SE ADJUNTAN FOTOGRAFIAS. OPERADOR GURRUCHAGA, GONZALO; LEGAJO: 70.704. "
Alumbrado,luminaria faltante
Alumbrado,poste sin luminaria
Alumbrado,apagada luz de calle
Alumbrado,luminaria apagada completa
Alumbrado,luz apgada
Alumbrado,Luminarias titilante y apagada
Arbolado Urbano,árbol marcado en verde
Higiene Urbana,"En reunión con vecinos, solicitan contenedor, el cuál quitaron y no se repuso."
Higiene Urbana,"en lo que va del año no paso nunca un barrendero a hacer su labor, el que pasa esta con el celular y no hace nada."
Alumbrado,se quemo la lampara
Alumbrado,luz quemada cuadra del club peligroso muy transitado por chicos
Alumbrado,Falta brasito que ilumina hacia la vereda. 
Higiene Urbana,"REFIERE AL EVENTO SGE Nº 1038557 SIENDO LAS 00:02 HORAS, MOVIL DE PATRULLAJE MUNICIPAL Nº 400 A CARGO DEL INSPECTOR FARIAS SERGIO,  EN RECORRIDO POR LA ARTERIA Av SUCRE Y CARLOS TEJEDOR DE LA LOCALIDAD DE BOULOGNE , VISUALIZA EL PORTON DEL ECOPUNTO MAL CERRADO. ENVIA FOTOGRAFIA DEL INCIDENTE. INFORMA OPERADORA , SILVA GRACIELA LEGAJO: 65519."
Arbolado Urbano,"VECINA DENUNCIA QUE HACE MAS DE UN AÑO QUE HACE EL RECLAMO SOBRE UN ARBOL LO CUAL EN EL DI DE LA FECHA ESTA APOYADO SOBRE EL TECHO DE LOSA DE SU VIVIENDA CON POSIBILIDADES DE QUE SE CAIGA EL TANQUE DE AGUA, ES URGENTE."
CLIBA (Higiene Urbana),Recoger poda
Arbolado Urbano,"pide que vayan a recortar un pedazo de tronco de gran tamaño que está colgando, seco, sobre el techo de su casa. "
Arbolado Urbano,ramas secas colgando.
Arbolado Urbano,"vecina, solicita extracción de árbol. Este esta tocando los cables de alta tensión y levantando la vereda. "
Arbolado Urbano,"Estimados buenos días. 
Por favor solicito podar los arboles, hay algunos arboles que están entrando a nuestra terraza de tan alto que están.
Aguardo pronta respuesta
Muchas gracias
Saludos
Silvana 
Riverside School"
Higiene Urbana,el barrendero no está pasando nuevamente. 
Arbolado Urbano,"Buenas tardes,  nuevamente soy la vecina de Entre Ríos 2699 esq Río de Janeiro,  que reclame varias veces que vengan por la poda de los árboles y me contestaron que no requieren intervención, no se quien los vino a ver, pero el último árbol aparte de la poda tenía una rama que con la tormenta del año 2023 quedó tumbado con peligro de caerse. Bueno ayer se cayó   gracias a Dios el auto que estaba estacionado,  solo un raspón en el capo, pero ahora me doy cuenta que también tiene una rama que da SOBRE LA VEREDA..que en cualquier momento puede caer y lastimar alguna persona....porfavor LES PIDO QUE TENGAN EN CUENTA LO PELIGROSO QUE PUEDE SER... ADJUNTO FOTOS"
Arbolado Urbano,vecino pide poda de Árboles que se encuentran es su vereda. Thames 1917/1931 los mismos se encuentran frondosos y las hojas caen en las canaleta de desagüe.
Arbolado Urbano,"el arbol es muy grande, refiere que se cayeron varias ramas grandes y que es peligroso ya que puede romper la casa 
"
Alumbrado,VECINO REFIERE UE LUMINARIA SE ENCUENTRA INTERMITENTE HACE MAS DE DIEZ DIAS
CLIBA (Higiene Urbana),"Vecina solicita recolección de 1 bolsón de metro cubicó, que está colocado en la calle, en el frente de su domicilio. Dirección: Independencia 1036"
Alumbrado,"luminaria totalmente apagada hace una semana. 
"
CLIBA (Higiene Urbana),las ramas se encuentran desde el martes en la calle.
Higiene Urbana,"siguen sin pasar frecuentemente a barrer. Solamente cuando hacemos reclamos.

por favor, dejen fijos a los barrenderos en esta calle. es injusto pagar por un servicio que no recibimos."
Alumbrado,APAGADA POR COMPLETO HACE MUCHO TIEMPO 
Higiene Urbana,vecina solicita limpieza de calles y la vereda ya que la mugre se va toda ala vereda por que no hay contenedor 
Higiene Urbana,falta barrido de mucho tiempo.  Delegacion Martínez.  urgente.!
Arbolado Urbano,"MARCELO ASTORINO
DIAGONAL TUCUMAN 1094 (DONDE EST{A LA VEGETACIÓN A CORTAR)
Densa vegetación en intersección de Velez Sarfield y Diagonal Tucumán (esquina) obstruye la visión provocando accidentes, por las noches punto de encuentro de jovenes que consumen alcohol y drogas, lo usan de escondite aumentando riesgo de asaltos, lo usan de baño, desde el 2020 se realizaron múltiples denuncias y nunca lo solucionaron, ultima denuncia fue en la fecha 03/04/2025, Nro de denuncia 8344121 adjuntando fotos y le dijeron que lo derivaron a dirección / inspección general,  en el día de la fecha 04/04/2025 se acerco a la municipalidad deja carta por escrito al Intendente "
CLIBA (Higiene Urbana),son 10-15 bolsas chicas
CLIBA (Higiene Urbana),tres sargentos esquina libertad retiro de poda delegación Martínez.
