areaServicioDescripcion,observaciones
Arbolado Urbano,"LL
3/3 liberación de luminarias toda la cuadra de 1200 REALIZADO "
Alumbrado,"El alumbrado de la calle no tiene luz y la farola tampoco no tiene foco y a la noche queda muy oscura la vereda es un peligro para la seguridad el palo de
 Luz  está identificado 316 - 038"
Arbolado Urbano,"REFERENTE A EVENTO SGE NUMERO 1027775, SIENDOLAS 15:24 HORAS SE RECIBE DENUNCIADE VECINO A FORMA ANONIMA INDICANDO QUE EN LAS ARTERIAS LADISLAO MARTINEZ ENTRE QUINTANA Y MADERO DE LA LOCALIDAD DE MARTINEZ, SE ENCUENTRA UNA RAMA CON RIESGO DE CAIDA. SE DESPLAZO LA UNIDAD DE DEFENSA CIVIL A CARGO DEL AGENTE GUIÑAZU GASTON, QUIEN A SU ARRIBO A LADISLAO MARTINEZ 1316 Y 1328 INFORMO QUE HAY VARIAS RAMAS PARA REALIZAR PODA. SE ADJUNTA FOTOGRAFIA. INFORMA OPERADORA DIAZ-71038"
Obras Públicas,Se me inundó la habitación por las napas. Ya que dejo de funcionar la bomba depresora qué se encuentra en Marconi y Jorge Newbery. Tiene los cables cortados. 
Arbolado Urbano,"REFERENTE A EVENTO SGE NUMERO 1027838, SIENDO LAS 19:17 HORAS SE ALERTO POR RADIO 911, QUE EN LA ARTERIA MADERO 2351 DE LA LOCALIDAD MARTINEZ, INFORMO QUE SE CAYO UN ARBOL SOBRE EL TENDIDO ELECTRICO. SE DESPLAZO LA UNIDAD DE DEFENSA A CARGO DEL AGENTE GUIÑAZU GASTON, QUIEN A SU ARRIBO INFORMO POSITIVO ARBOL CAIDO, EL CUAL PROVOCO QUE UN CABLE TRENSADO DE EDENOR QUEDE A BAJA ALTURA Y OTRO CABLE DE LA EMPRESA CABLEVISION CORTADO EL CUAL PROCEDIO A ADJUNTAR A UN POSTE CON CINTA DE PELIGRO. AGREGANDO QUE LA CALZADA QUEDO CORTADA POR EL ARBOL Y ATRAS DEL ARBOL HAY DOS VEHICULOS LOS CUALES NO PODRIAN SALIR YA QUE ES UNA CALLE SIN SALIDA. POR ULTIMO INDICO QUE VECINO DE LA ZONA MANIFESTARON QUE EN LA CUADRA HAY UNA EMBAJADA, DESCONOCEN DE QUE PAIS. SE ADJUNTAN FOTOGRAFIAS. INFORMA OPERADORA DIAZ-71038."
Arbolado Urbano,"REFRERENTE A EVENTO SGE NUMERO 1027854, SIENDO LAS 20:25 HORAS, INSPECTOR FARIAS SERGIO A CARGO DEL MOVIL DE LA PATRULLA MUNICIPAL NUMERO 412, EN RECORRIDO POR LA ARTERIA CURA ALLIEVI 1656 DE LA LOCALIDAD DE BOULOGNE, SE ENCUENTRA UNA RAMA DE GRAN PORTE CAIDA, LA MISMA NO OBSTRUYE LA CALZADA. SE ADJUNTAN FOTOGRAFIAS. INFORMA OPERADORA DIAZ-71038. 

20/03/2025
El ejemplar fue relevado, el equipo técnico de la Dirección General de Arbolado lo analizó y determinó que la intervención será incluida en el Plan Integral. Las tareas de poda invernal se retomarán alrededor de mayo de 2025, cuando lo permita el estado fisiológico de los árboles. Hasta entonces se seguirá poniendo el foco sobre los árboles con ramas quebradas o secas, la liberación de luminarias y las podas de carácter urgente."
Alumbrado,"un palo de metal que no anda bien , es de metal ,se puede quedar pegado alguien"
Alumbrado,"es la que está sobre la avenida, no figura en sistema"
Alumbrado,Vicente Fidel López 321
Higiene Urbana,esta entre cangallo y cuyo
Arbolado Urbano,"REFIERE AL EVENTO SGE Nº 1.027.922.MOVIL Nº468 A CARGO DEL INSPECTOR AGUERRECHE MAXIMILIANO  EN RECORRIDA DA CON UNA RAMA DE GRAN PORTE OBSTRUYENDO LA CALZADA, EN LAS ARTERIAS REMEDIOS DE ESCALADA Y ROLÓN, LOCALIDAD DE MARTINEZ . INSPECTOR INFORMA QUE PERIMETRA EL LUGAR, AGREGA QUE LA RAMA ES DE GRAN PORTE Y OCUPA LA MITAD DE LA CALZADA . "
Arbolado Urbano,"REFERENTE A EVENTO SGE NUMERO 1027958. SIENDO LAS 04:51 HORAS, INSPECTOR ZAKOWICZ PEDRO A CARGO DEL MOVIL DE LA PATRULLA MUNICIPAL NUMERO 346, EN RECORRIDO POR LA ARTERIA PANAMERICANA ACCESO TIGRE 162 DE LA LOCALIDAD DE BOULOGNE. VISUALIZA QUE SE CAE UN ARBOL SOBRE UN VEHICULO QUE CIRCULABA POR LA ZONA. PROCEDEN A RETIRAR EL VEHICULO EL CUAL SUFRIO DAÑOS. EL CONDUCTOR MANIFIESTA NO NECESITAR ASISTENCIA MEDICA. DIRIGE DEFENSA CIVIL A CARGO DEL AGENTE SAMUDIO NICOLAS QUIEN INFORMA QUE EL INCIDENTE PERTENECE A AUTOPISTA DEL SOL. SE PROCEDE A DAR AVISO A AUTOPISTA DEL SOL, OPERADOR NUMERO  8064. QUIEN MANIFIESTA QUE EL EVENTO NO LE PERTENECE, PERO IGUALMENTE SIRIGIRA PERSONAL A CORROBORAR EL INCIDENTE. DATOS DEL PROPIETARIO:  CORDERO NICOLAS ALEJANDRO, FECHA DE NACIMIENTO 19/02/7998, DOMICILIADO EN LA ARTERIA MANUEL ACEVEDO 5430, MALVINAS ARGENTINAS, D.N.I: 40.999.741, CON TELEFONO DE CONTACTO NUMERO: 11-2372-6124. VEHICULO: HONDA CIVIC DE COLOR GRIS, CON DOMINIO EJQ-668. APORTA IMAGENES DEL EVENTO. INFORMA QUIROZ MARIANA. LEGAJO:67891."
Arbolado Urbano,"SEGÚN REGISTRO SGE NÚMERO 1027961,SIENDO LAS 05:13 HORAS,OPERADOR DE RADIO 911 ALERTA QUE EN LA INTERSECCION DE LAS ARTERIAS BOLIVAR Y ELORTONDO,DE LA LOCALIDAD DE BECCAR,SE ENCUENTRA UN ARBOL CAIDO EN LA VIA PUBLICA.ABOCA PERSONAL POLICIAL A CARGO DEL MOVIL COMANDO PATRULLA ZONA 10 QUIEN A SU ARRIBO CONSTATA LA NOVEDAD Y SOLICITA PRESENCIA DE PERSONAL IDONEO.SE HIZO PRESENTE EL AGENTE FIGUEREDO SAMUEL QUIEN A SU ARRIBO A LA ARTERIA BOLIVAR 656 INFORMO QUE SE ENCUENTRA UN ARBOL DE GRAN PORTE EL CUAL SE DESPRENDIO DE RAIZ Y CAYO SOBRE LA VIA PUBLICA CRUZANDO DE VEREDA A VEREDA.PROCEDIERON A REALIZAR EL CORTE DE ARTERIA.SE ADJUNTAN FOTOGRAFIAS.INFORMA: OPERADORA CAÑETE ROCIO,LEGAJO:67256"
Alumbrado,Luz que no funciona
Alumbrado,"SEGÚN REGISTRO SGE NÚMERO 1027996,SIENDO LAS 09:26 HORAS,SE COMUNICO VECINO DE MANERA ANONIMA,PARA DENUNCIAR QUE EN LA ARTERIA LINIERS ENTRE JORGE NEWBERY Y CLEMENTE ONELLI ,DE LA  LOCALIDAD DE SAN ISIDRO,SE ENCUENTRA UN CABLE DE COLUMNA DE ALUMBRADO PUBLICO CAIDO EN CERCANIA DE UN VEHICULO MARCA BMW.SE HIZO PRESENTE EL AGENTE FIGUEREDO SAMUEL DE PROTECCIÓN CIVIL,QUIEN A SU ARRIBO INFORMA QUE SE TRATA DE UN CABLE CORTADO DE COLUMNA DE ALUMBRADO PUBLICO SIN NUMERAL Y PROCEDIERON A AISLARLO Y ELEVARLO.SE ADJUNTAN FOTOGRAFIAS.INFORMA: OPERADORA CAÑETE ROCIO,LEGAJO:67256"
Arbolado Urbano,"SEGÚN REGISTRO SGE NÚMERO1028029 ,SIENDO LAS 11:00 HORAS, SE COMUNICO VECINA SEÑORA GONZALEZ PAULA,CON NUMERO DE CONTACTO 15-3141-3528 ,PARA DENUNCIAR QUE EN LA ARTERIA CATAMARCA 1789,DE LA LOCALIDAD DE MARTINEZ,CAYO UN ARBOL DESDE LA VEREDA HACIA SU FINCA.SE HIZO PRESENTE EL INSPECTOR OBISPO A CARGO DEL MOVIL DE LA PATRULLA MUNICIPAL NUMERO 396,QUIEN A SU ARRIBO CONSTATA LA NOVEDAD .PROCEDE A SEÑALIZAR LA MISMA.SE ADJUNTAN FOTOGRAFIAS.INFORMA: OPERADORA CAÑETE ROCIO,LEGAJO:67256"
Alumbrado,no funciona brazo inferior del poste sí funciona la luminaria superior
Arbolado Urbano,neecsito que poden el arbol de la vereda ya que tapa la luz de la calle y se me esta viniendo encima de la casa
Alumbrado,"un poste con 2 luminarias , no andan"
Arbolado Urbano,"SEGÚN REGISTRO SGE NUMERO 1028060,SIENDO LAS 12:46 HORAS, PERSONAL DE PROTECCION CIVIL,EN RECORRIDO POR LA ARTERIA ALEM 229,DE LA LOCALIDAD DE SAN ISIDRO,ENCUENTRA UN ARBOL DESPRENDIDO DE RAIZ,CON RIESGO INMINENTE DE CAIDA HACIA LA VEREDA.SOLICITAN INTERVENCION DE CARACTER.SE ADJUNTA FOTOGRAFIA.INFORMA: OPERADORA CAÑETE ROCIO,LEGAJO:67256
INFORME TECNICO 5/3/25: EXTRACCION EJECUTADA 5/3 emergencia"
Arbolado Urbano,"Vivo al lado de la casa del Árbol (jacarandá), me tapa las rejillas del desagüe con las hojitas qué despide el árbol, tuve que salir con la tormenta varias veces a destaparla, ni hablar cuando larga la flor, más la lluvia que hubo el olor a podrido qué produce, la semana pasada se cayó una rama en la vereda,ya el árbol se volvió demasiado grande, la vereda es un desastre esta toda levantada por la raíz del Árbol, no se puede circular con el cochecito del bebe necesito porfavor qué lo poden.

Gracias."
CLIBA (Higiene Urbana),"SEGÚN REGISTRO SGE NÚMERO 1028061,SIENDO LAS 12:50 HS ,SE COMUNICO VECINO DE MANERA ANONIMA ,PARA DENUNCIAR QUE EN LA ARTERIA NUESTRAS MALVINAS 1885,DE LA LOCALIDAD DE BOULOGNE,UNA RAMA DE GRAN PORTE CAE Y CORTA CABLES .SE DESPLAZÓ EL INSPECTOR DE LA FUENTE EDUARDO A CARGO DEL MOVIL DE LA PATRULLA MUNICOPAL NUMERO 424,QUIEN A SU ARRIBO A LA ARTERIA NUESTRAS MALVINAS Nº 1885  INFORMA QUE SOLO SE VISUALIZA UNA RAMA DE MEDIANO PORTE EN LA VEREDA. AGREGA QUE LA MISMA NO SE ENCUENTRA OBSTRUYENDO EL TRANSITO.SE ADJUNTA  FOTOGRAFIA.INFORMA:OPERADORA CAÑETE ROCIO,LEGAJO:67256"
Arbolado Urbano,"RAMA DE GRAN PORTE. LA MISMA NO OBSTRUYE PASO VEHICULAR NI PEATONAL

REFERENTE A EVENTO SGE NÚMERO 1.028.067, SIENDO LAS 13:21 HORAS SE COMUNICA VECINO A LA LÍNEA DE EMERGENCIAS DE FORMA ANÓNIMA PARA INFORMAR QUE EN DE LA SALLE 2097 DE LA LOCALIDAD DE BÉCCAR SE CAYÓ UNA RAMA DE GRAN PORTE Y LA MISMA SE ENCUENTRA SOSTENIDAS POR LOS CABLES DE TENSIÓN. SE DESPLAZÓ INSPECTOR FERREYRA DAVID, A CARGO DEL MÓVIL DE LA PATRULLA MUNICIPAL NÚMERO 426, QUIEN A SU ARRIBO REFIRIÓ QUE SE TRATA DE UNA RAMA DE GRAN PORTE. LA MISMA NO OBSTRUYE PASO VEHICULAR NI PEATONAL. PERSONAL DEL MOVIL DE LA PATRULLA MUNICIPAL PROCEDIÓ A COLOCAR CINTA. PARA SU RETIRO. SE ADJUNTA FOTOGRAFÍA DEL INCIDENTE. INFORMA OPERADORA AGUINALDO ROCÍO, LEGAJO 75.344 "
Alumbrado,"REFERENTE A EVENTO SGE NÚMERO 1.028.065 SIENDO LAS 13:12 HORAS, SE COMUNICA VECINA A LA LÍNEA DE EMERGENCIAS DE FORMA ANÓNIMA, PARA INFORMAR QUE EN LA ARTERIA BLANDENGUES 2051 DE LA LOCALIDAD DE BOULOGNE SE ENCUENTRA UN POSTE INCLINADO Y SOLICITA SI PUEDEN PERIMETRARLO. REFIERE QUE HARÁ EL RECLAMO CORRESPONDIENTE PARA EL RECAMBIO. SE DESPLAZÓ INSPECTOR AGUIRRE LUCAS A CARGO DE LA PATRULLA MUNICIPAL NÚMERO 518, QUIEN A SU ARRIBO REFIRIÓ POSITIVO POSTE INCLINADO Y PROCEDIÓ A PERIMETRAR EL LUGAR. SE ADJUNTA FOTOGRAFÍA. INFORMA OPERADORA AGUINALDO ROCÍO, LEGAJO 75.344"
CLIBA (Higiene Urbana),Recolección de poda domiciliaria
Arbolado Urbano,"Hola, necesito que me poden y me saquen raíces de un árbol (ficus) para poder arreglar la vereda de mi casa. El árbol está sobre la calle Neuquén, esquina Alsina. "
CLIBA (Higiene Urbana),Monto de poda 1 m3
Arbolado Urbano,"20/03/2025
El ejemplar fue relevado, el equipo técnico lo analizó y determinó que la intervención será incluida en el Plan Integral de Arbolado. Desde mediados de 2024 se realizaron más de 4000 podas, más de 1400 plantaciones, más de 2000 extracciones de árboles secos o en mal estado fitosanitario, y se repararon más de 200 frentes que requerían recorte de vereda. "
Arbolado Urbano,"20/03/2025
El ejemplar fue relevado, el equipo técnico lo analizó, y determinó que corresponde una intervención distinta a la solicitada."
Arbolado Urbano,"como se observa, ambos árboles tienen gran relevancia lo que está provocando cortes en los cableados y pueden provocar accidentes con las fuertes tormentas qué solemos tener"
CLIBA (Higiene Urbana),hace mucho que están esas ramas al lado del contenedor 
Arbolado Urbano,"ramas , caños , q estan en la vereda"
Alumbrado,Reclame.en enero...la repararon mal o no tienen fotocelulas....siempre.esta prendida....Un desastre esta gestión....!
Arbolado Urbano,"REFERENTE A EVENTO SGE NÚMERO 1.028.066 SIENDO LAS 13:18 HORAS, SE COMUNICA VECINO A LA LÍNEA DE EMERGENCIAS DE FORMA ANÓNIMA PARA INFORMAR QUE EN LA ARTERIA CÓRDOBA 500 DE LA LOCALIDAD DE MARTÍNEZ, DURANTE LA TORMENTA DE LA MADRUGADA SE QUEBRÓ UNA RAMA, LA MISMA SE ENCUENTRA SOSTENIDA POR CABLES. SE DESPLAZÓ INSPECTORA DAMATO AGUSTINA A CARGO DEL MÓVIL DE LA PATRULLA MUNICIPAL NÚMERO 512, QUIEN A SU ARRIBO REFIERE POSITIVO RAMA QUEBRADA PERO QUE NO HAY RIESGOS PARA TERCEROS. PERSONAL DEL MÓVIL PERIMETRAN EL LUGAR Y LIBERAN. SE DESPLAZÓ AGENTE DE DEFENSA CIVIL, QUIEN A SU ARRIBO A LA ARTERIA CÓRDOBA 571 INFORMÓ POSITIVO RAMA COLGANDO, SOLICITÓ SU RETIRO Y REFIRIÓ QUE EL LUGAR SE ENCUENTRA SEÑALIZADO. SE ADJUNTAN FOTOGRAFÍAS DEL INCIDENTE. INFORMA OPERADORA AGUINALDO ROCÍO, LEGAJO 75.344"
CLIBA (Higiene Urbana),"Cuarto reclamo. Original 18 Enero, luego 06 Febrero, luego 23 Febrero. El nro del ultimo es el 5243520. Se llevaron contenedor todo roto. Paso ya 1 mes y medio, y aun no lo remplazaron. No alcanza 1 soli contenedor. Va foto de hoy a las 18.45hs para que vean como esta todo lleno de basura. Hay algun telefono donde comunicarme? Gracias"
CLIBA (Higiene Urbana),contenedor de catamarca y Castelli se encuentra muy roto
Obras Públicas,"Dirección General de Ordenamiento Urbano,
Me dirijo a Ustedes para solicitar formalmente la extracción del árbol ubicado en Fray Cayetano Rodríguez 180, Boulogne, el cual ha ocasionado daños significativos tanto en la vereda como en el cordón de la propiedad mencionada, así como en la propiedad de mi vecino, el Sr. Rivarola, ubicada en Fray Cayetano Rodríguez 172, Boulogne.
Las raíces de este árbol, de la especie Ficus, son agresivas y expansivas, y se encuentran claramente expuestas. Estas han provocado el levantamiento de las baldosas en toda la vereda, así como la destrucción de una gran parte del cordón, un daño que continúa empeorando con el tiempo. El árbol ha roto completamente la vereda de ambas propiedades, generando un peligro inminente para los peatones que circulan a diario por la zona. Además, representa un riesgo para la infraestructura urbana, ya que la agresividad de sus raíces no solo ha afectado las veredas, sino que también es posible que esté dañando las redes subterráneas de agua, gas. Las raíces pueden infiltrarse en las cañerías/tuberías, ocasionando obstrucciones y daños potenciales a las instalaciones de ambas propiedades, lo cual podría tener consecuencias graves si no se actúa a tiempo.
Adicionalmente, el crecimiento desmedido del árbol ha provocado que el cableado exterior quede atrapado por las ramas, lo que genera el riesgo de que los camiones que circulan por la zona corten estas ramas, exponiéndonos a un posible incidente que podría evitarse con una pronta intervención del municipio de San Isidro, al cual he contribuido fielmente durante más de 38 años a través del pago de la tasa correspondiente.
Por todo lo expuesto, solicito con carácter urgente la evaluación y la extracción del árbol, así como la reposición de dicho ejemplar por un árbol autóctono, para evitar que el daño continúe y garantizar la seguridad de los peatones y la infraestructura de la zona. Quedo a disposición de las autoridades correspondientes para coordinar las acciones necesarias y proporcionar cualquier información adicional que se requiera.
Quisiera dejar expuesto que esta es la cuarta solicitud presentada en los últimos seis años, en la que expongo nuevamente mi caso, sin que ningún mandato de turno haya tomado decisiones ejecutables. En el año 2024, tuve la oportunidad de participar en una reunión con el Sr. Intendente, Lanús Ramón, quien personalmente me aseguró que tomarían nota de la situación y se pondrían en contacto conmigo. Sin embargo, aún sigo sin recibir respuesta ni intervención alguna por parte de las autoridades competentes.
Agradezco de antemano su atención a este asunto y quedo a la espera de una pronta respuesta.
"
Alumbrado,No funciona alumbrado
Arbolado Urbano,"REFERENTE A EVENTO SGE NÚMERO 1.028.101 SIENDO LAS 15:23 HORAS, ES CURSADA LA NOVEDAD POR CAPA 911 PARA INFORMAR QUE EL LLAMANTE REFIERE QUE EN LA ARTERIA YATAY 400, SE ENCUENTRA UN ÁRBOL CON RIESGO DE CAÍA HACIA LA VÍA PÚBLICA. SE DESPLAZÓ AGENTE DE DEFENSA CIVIL SEÑOR GUILAZÚ GASTÓN A CARGO DEL MÓVIL NÚMERO 02 QUIEN A SU ARRIBO A LA ARTERIA BULNES 530 DE LA LOCALIDAD DE BOULOGNE REFIRIÓ QUE EL ÁRBOL SE ENCUENTRA CAÍDO SOBRE LA CALZADA. PERIMETRARON LA ARTERIA DE AMBOS LADOS. LAS RAMAS SE ENCUENTRAN APOYADAS SOBRE EL CABLEADO AÉREO, LOS CUALES PERTENECEN A LOS SERVICIOS DE EDENOR, CABLEVISIÓN Y TELEFONÍA. AGREGÓ QUE AL CAER EL ÁRBOL, EL MISMO DAÑÓ LA CHAPA DE LA VIVIENDA UBICADA EN BULNES 530. SE ADJUNTAN FOTOGRAFÍAS. INFORMA OPERADORA AGUINALDO ROCÍO, LEGAJO 75.344"
Arbolado Urbano,"INFORME TECNICO 13/3/25 :despeje de luminaria, y aclareo"
Arbolado Urbano,"REFERENTE A EVENTO SGE NÚMERO 1.028.102 SIENDO LAS 15:22 HORAS, SE COMUNICA VECINO DE NOMBRE JORGE CON NÚMERO DE CONTACTO 4723-4390 PARA INFORMAR QUE EN LA ARTERIA MURATURE 2474 DE LA LOCALIDAD DE BÉCCAR SE ENCUENTRAN UNAS RAMAS QUEBRADAS SOSTENIDAS POR EL CABLEADO AÉREO. SE DESPLAZÓ INSPECTOR CÁCERES LUIS MARCELO A CARGO DEL MÓVIL DE LA PATRULLA MUNICIPAL NÚMERO 382, QUIEN A SU ARRIBO REFIRIÓ POSITIVO RAMAS SOSTENIDAS POR CABLES. SE DIÓ AVISO A INSPECTORA DE ARBOLADO URBANO SEÑORA OCCHIPINTI ROMINA, QUIEN REFIRIÓ QUE ENVIARÁ PERSONAL AL LUGAR. HIZO PRESENTE ENCARGADO DE LA CUADRILLA DE EDENOR, SEÑOR AVENA MORA LEANDRO A CARGO DEL MÓVIL OL 013, QUIEN REFIRIÓ QUE AL MOMENTO NO CUENTAN CON LOS ELEMENTOS PARA SOLUCIONAR EL INCONVENIENTE. SE ADJUNTAN FOTOGRAFÍAS. INFORMA OPERADORA AGUINALDO ROCÍO, LEGAJO 75,344
INFORME TECNICO 13/3/25: RAMAS QUEBRADAS"
Alumbrado,el palo dice 303  345 es la luz alta
Higiene Urbana,"dejan basura tirada en esa esquina y los linyeras  , gatos y perros sueltos la rompen"
Higiene Urbana,para que la gente no ande tirando las bolas de basura en ma calle
Alumbrado,se volvieron a apagar... 
Alumbrado,bracito sigue apagado
Alumbrado,La luz de la vereda estaba intermitente y ahora ya no funciona. Es la que esta entre las casas 421 y 433
CLIBA (Higiene Urbana),"En esto convirtieron Boulogne,  Cliba y sus tachos. Toda la ciudad es un basural!"
Higiene Urbana,Se solicita barrido y limpieza de basura acumulada frente a mi propiedad. Número de cliente ARSI ABL: 680138. Ubicación catastral 6H0 31 8. 
CLIBA (Higiene Urbana),levantar bolsa de escombros
Arbolado Urbano,"vereda rota, badosas sueltas por arreglos de cortes de raices de arbol.
Hubo tropiezos de personas con riesgo de lastimarse"
Arbolado Urbano,"REFIERE AL EVENTO SGE N° 1028194. SIENDO LAS 22:04 HORAS, SE COMUNICA VECINO SEÑOR ALEJANDRO, CON TELEFONO DE CONTACTO N° 4792-5060, QUIEN MANIFIESTA QUE EN LA ARTERIA PRINGLES 2831 DE LA LOCALIDAD DE MARTINEZ, CAYO UN ÁRBOL DE GRAN PORTE SOBRE LA CALZADA. SE HACE PRESENTE PERSONAL DE DEFENSA CIVIL, AGENTE SAMUDIO NICOLAS MANIFIESTA QUE SE TRATA DE UNA RAMA DE GRAN PORTE PARTIDA DESDE EL DOMICILIO HACIA LA VEREDA, OBSTRUYENDO EL PASO PEATONAL. AGREGA QUE AL CAER LA RAMA, CORTA UN CABLE DE LA EMPRESA VIDEOCABLE. SE PROCEDE A PERIMETRAR LA ZONA EN PREVENCION. SE ADJUNTAN FOTOGRAFIAS DEL INCIDENTE. INFORMA OPERADORA: SILVA GRACIELA, LEGAJO: 65.519.
"
Higiene Urbana,"REFIERE AL EVENTO SGE N° 1028197. SIENDO LAS 22:09 HORAS, SE COMUNICA VECINO SEÑOR HERNAN, CON TELEFONO DE CONTACTO N° 115782-4623, QUIEN REFIERE QUE CIRCULABA POR EL LUGAR Y VISUALIZA GRAN CANTIDAD DE RESIDUOS ESPARCIDOS EN LA CALZADA, CON OLOR NAUCEABUNDO. ABOCA MOVIL DE PATRULLAJE MUNICIPAL N° 400 A CARGO DEL INSPECTOR KISS, QUIEN MANIFIESTA POSITIVO RESIDUOS EN LA CALZADA, SE TRATA DE UNAS BOLSA DE BASURA, CON MAL OLOR, LAS CUALES FUERON ARRASTRADAS POR  EL TRANSITO VEHICULAR. SOLICITA SE DE AVISO A HIGIENE URBANA, PARA SU RECOLECCION. SE ADJUNTAN FOTOGRAFIAS DEL INCIDENTE. INFORMA OPERADORA, SILVA GRACIELA. LEGAJO: 65519
."
Higiene Urbana,"Hay un solo contenedor amarillo, el negro desapareció hace un mes y la esquina está asquerosa! "
Alumbrado,vecino me dice que está sin funcionar hace días.
Alumbrado,esta torcida
CLIBA (Higiene Urbana),retiro de poda. gracias
Alumbrado,Luminaria apagada Cordoba y Santo Domingo 
Alumbrado,Luminaria encendida todo el dia en Lonardi casi Roma.
CLIBA (Higiene Urbana),desde ayer a la mañana este asco en mí esquina.
CLIBA (Higiene Urbana),Solicita retiro de escombros
Alumbrado,Se solicita el reemplazo de la luz municipal dado que el mismo se encuentra fuera de funcionamiento hace mas de una semana. Ademas se solicita se me descuente del pago del ABL los días que no ha estado en funcionamiento. Cliente ARSI 680138 catastral 6H0 31 8.
CLIBA (Higiene Urbana),Se solicita limpieza urgente de basura y barrido de la propiedad ubicada en valentin vergara 124 o la eximición del pago del impuesto ABL de dicha propiedad. Cliente nro 680138 regustro catastral 6H0 31 8.
Obras Públicas,pozo en el pavimento
Obras Públicas,pozo en el pavimento 
CLIBA (Higiene Urbana),vecina pide que se levante una poda muy grande 
Arbolado Urbano,árbol caído 
Arbolado Urbano,EL ARBOL ESTA CON VARIAS RAMAS QUE ESTAN A PUNTO DE CAERSE PRODUCTO DEL VIENTO DE LA TORMENTA ANTERIOR DIRECCION JOSE ENRIQUE RODO 1633 BECCAR.
Higiene Urbana,"La vecina Rosario Pisano solicita barrido en su zona Los Plátanos 2279, nos informa que hace una semana no pasan."
Higiene Urbana,"solicita la vecina que pase el barrendero porque hace dos mese que no pasan, saenz entre bacacay 14 de julio"
Higiene Urbana,"La vecina Rosa Ceglia reclama que el camión de EcoResiduos  no pasa por  zona oeste de Villa Adelina los dias viernes, nos informa que hace 2 viernes tuvo que dejar los reciclados para el camio?n de la noche
Zona Los Platanos/ Drago 2000.
"
Obras Públicas,vecino reclama para q arreglen cordon 
Alumbrado,lonardi 1772 
Arbolado Urbano,Vecina solicita el retiro de rama caida
Arbolado Urbano,"VECINA QUE LLAMA DE LA CALLE MOSCONI 455 ENTRE LAS CALLES HAEDO Y FRENCH BECCAR DONDE EL ARBOL ESTA TOCANDO TODOS LOS CABLES , EXPEDIENTE DE OCTUBRE DEL 2024 NUMERO71811325 PIDE POR FAVOR SI PUEDEN SACRA LAS RAMAS YA  QUE TEME QUE SE CAIGAN Y PASE UNA DESGRACIA ."
Arbolado Urbano,Vecina solicita la poda del arbol 
Alumbrado,vandalizada sobre domicilio 754 de Junin.
Arbolado Urbano,arbol muy frondoso tiene arbolitos creciendo del mismo arbolito la vecina pide poda 
Arbolado Urbano,arbol apoyado en la pared esta por caerse cerca afuera del colegio
Arbolado Urbano,Arbol caido
Arbolado Urbano,Batalla pago largo 1886 hay 2 árboles que hacen la entrada a la propiedad una boca de lobo y el viernes me robaron por este tema el auto en la puerta
Arbolado Urbano,Vecino solicita la extraccion del arbol ya que corre peligro de que se caiga
Arbolado Urbano,Se necesita la extracción de tronco cortado casi a raíz del piso pero que impide plantar nuevo árbol 
Arbolado Urbano,Extracción de árbol seco 
Arbolado Urbano,Ramas quebradas con riesgo de caerse. Se trata del frente del Colegio San Miguel Arcangel. Nos comenta que son los dos ejemplares de la derecha mirando el frente de la propiedad.
Alumbrado,luz apagada totalmente hace una semana direccion Padre Castiglia 2370 Boulogne
Arbolado Urbano,vecino reclama por arbolado por poda qu el arbol las raices levantan las valdosas
Higiene Urbana,Vecina solicita contenedor verde en Urquiza y Ricardo Gutierrez
Alumbrado,"Apagada total, sobre domicilio 182"
CLIBA (Higiene Urbana),"Vecina solicitan que vallan a retirar la basura que está en el canasto de su propiedad, informa que el camión no recoge la basura y sigue de largo. Informan que está en el canasto hace 1 semana aproximadamente las bolsas de basura. Dirección: Virrey Vertíz 1197"
Alumbrado,brown 575 se rompe cada vez que hay tormenta 
Arbolado Urbano,Son arboles muy viejos que estan rompiendo toda las veredas y además tapa toda la iluminaria de la calle. Y al estar teniendo situaciones de robos por la zona se necesita mejor iluminación y los arboles de la cuadra no se podan hace año. 
Higiene Urbana,"Uds hacen oídos sordos a los reclamos. semáforos, mugre, tránsito, limpia vidrios, falta de luz y me quieren cobrar ABL??? CON QUE MOTIVO? ME DICEN QUE NO PUEDEN AJUSTAR EL SEMAFORO DE ROLON 30SEG MAS EN VERDE PARA EVITAR EL CONGESTIONAMIENTO? Y LA LINEA 371? NO PUEDEN A PESAR DE VUESTRA ORDENANZA 7605 MSI HACER NADA???? VEAN LAS FOTOS Y HAGAN ALGO"
Arbolado Urbano,"vecino pide poda porque es un arbol de palta, en el cual es enorme y la gente se trepa para agarrar las paltas, y es un riesgo porque se suben a lo mas alto del arbol, vecino tiene miedo porque se pueden caer  por eso pide poda para la disminuir el riesgo "
Arbolado Urbano,vecina reclama poda antes de que el arbol toque los cables
Higiene Urbana,Qué pasa que no viene el barrendero por 3 de febrero
Obras Públicas,bache de gran porte. delegación martinez
Alumbrado,luz que prende y apaga tiene dificultades
Obras Públicas,Rampa de discapacitados deteriorada. Se necesita reparación en Manzana 1 casa 120 Bª La Angelita 
Alumbrado,apagada totalmente hace mas de 1 semana direccion saavedra 1675 martinez. entre cordoba y juncal.
